City,Mode,Output,Variable,Pearson_r,Spearman_r,SRC,PRCC,abs_Pearson_r,abs_Spearman_r,abs_SRC,abs_PRCC
Atlanta,Pipeline,Total GHG Cost,Electricity Cost,-0.027679177894157067,-0.02640492278404923,-0.02939151288344658,-0.4764733205911425,0.027679177894157067,0.02640492278404923,0.02939151288344658,0.4764733205911425
Atlanta,Pipeline,Total GHG Cost,Station Leakage Rate,-0.0199879900951455,-0.019824834354605192,0.00027210429050789965,0.004185887309634784,0.0199879900951455,0.019824834354605192,0.00027210429050789965,0.004185887309634784
Atlanta,Pipeline,Total GHG Cost,Cab Cost,0.010708907085240778,0.010924046245240463,-0.0003309400216019203,-0.0009944750782591503,0.010708907085240778,0.010924046245240463,0.0003309400216019203,0.0009944750782591503
Atlanta,Pipeline,Total GHG Cost,Distribution Leakage Rate,-0.01032965675865678,-0.010349561551495615,0.0029171761445262946,0.05240781380133455,0.01032965675865678,0.010349561551495615,0.0029171761445262946,0.05240781380133455
Atlanta,Pipeline,Total GHG Cost,Liquefaction Efficiency,0.00835721968653883,0.008563270177632702,-0.001387977082885768,-0.02507877359331661,0.00835721968653883,0.008563270177632702,0.001387977082885768,0.02507877359331661
Atlanta,Pipeline,Total GHG Cost,Hydrogen Fuel Carbon Intensity,-0.005641509013667512,-0.005370170777701707,-0.0006303963149567081,-0.005740602768625343,0.005641509013667512,0.005370170777701707,0.0006303963149567081,0.005740602768625343
Atlanta,Pipeline,Total GHG Cost,Compression Capital Cost,-0.0034092171722704587,-0.00355484499554845,-8.575569095642647e-06,-0.0040744262032187195,0.0034092171722704587,0.00355484499554845,8.575569095642647e-06,0.0040744262032187195
Atlanta,Pipeline,Total GHG Cost,Fuel Economy,-0.0031196477835948497,-0.0030783449227834493,-0.0002795076037539252,-0.004975826576393773,0.0031196477835948497,0.0030783449227834493,0.0002795076037539252,0.004975826576393773
Atlanta,Pipeline,Total GHG Cost,Station Capital Cost,-0.0021176204481772815,-0.0020281551802815516,0.0004537444617541658,0.006962707190725911,0.0021176204481772815,0.0020281551802815516,0.0004537444617541658,0.006962707190725911
Atlanta,Pipeline,Total GHG Cost,Liquefaction Capital Cost,0.0019508614301078364,0.0021913839339138394,-0.0015138453653159277,-0.020926938966273723,0.0019508614301078364,0.0021913839339138394,0.0015138453653159277,0.020926938966273723
Atlanta,Pipeline,Total GHG Cost,Pipeline Capital Cost,0.0013209189234467376,0.0014393090183930902,0.00022671366573422062,0.012545783972091632,0.0013209189234467376,0.0014393090183930902,0.00022671366573422062,0.012545783972091632
Atlanta,Pipeline,Total GHG Cost,Pipeline Capital Cost_1,0.0013209189234467376,0.0014393090183930902,0.00022671366573422233,0.012545783972091632,0.0013209189234467376,0.0014393090183930902,0.00022671366573422233,0.012545783972091632
Atlanta,Pipeline,Total GHG Cost,Pipeline Capital Cost_2,0.0013209189234467376,0.0014393090183930902,0.0002267136657342269,0.012545783961794869,0.0013209189234467376,0.0014393090183930902,0.0002267136657342269,0.012545783961794869
Atlanta,Pipeline,Total GHG Cost,Transmission Leakage Rate,-0.0005352290004017207,-0.00014159596951366092,-0.0006665589303664314,-0.005740379443997912,0.0005352290004017207,0.00014159596951366092,0.0006665589303664314,0.005740379443997912
Atlanta,Pipeline,Total GHG Cost,Transmission Length,,,-2.7755575615628914e-17,,,,2.7755575615628914e-17,
Fresno,Gas Truck,Total Cost,Stations,0.8534833093621594,0.8325601248840787,0.9134443500077795,0.8492321629512245,0.8534833093621594,0.8325601248840787,0.9134443500077795,0.8492321629512245
Fresno,Gas Truck,Total Cost,Utilization,-0.7794909067909577,-0.7818238397822384,0.06814095881936566,0.20911985916161271,0.7794909067909577,0.7818238397822384,0.06814095881936566,0.20911985916161271
Fresno,Gas Truck,Total Cost,Electricity Cost,0.3763118309829436,0.39868688151886883,0.3683241876643766,0.9110762086101694,0.3763118309829436,0.39868688151886883,0.3683241876643766,0.9110762086101694
Fresno,Gas Truck,Total Cost,Station Capital Cost,0.3280914397875348,0.3164767189407672,0.32231155922853705,0.8680691471797021,0.3280914397875348,0.3164767189407672,0.32231155922853705,0.8680691471797021
Fresno,Gas Truck,Total Cost,Compression Efficiency,-0.08097762621465204,-0.08219667163796672,-0.08067792613163206,-0.42068901744366644,0.08097762621465204,0.08219667163796672,0.08067792613163206,0.42068901744366644
Fresno,Gas Truck,Total Cost,Fuel Price,0.07266099943175905,0.07864098384640984,0.07025497004945863,0.38450749941735535,0.07266099943175905,0.07864098384640984,0.07025497004945863,0.38450749941735535
Fresno,Gas Truck,Total Cost,Cab Cost,0.06002969616989075,0.05920596596805966,0.06809905582542947,0.34863125773463255,0.06002969616989075,0.05920596596805966,0.06809905582542947,0.34863125773463255
Fresno,Gas Truck,Total Cost,Compression Capital Cost,0.04146492318382816,0.04281778812817788,0.036711979240139345,0.21010974598040785,0.04146492318382816,0.04281778812817788,0.036711979240139345,0.21010974598040785
Fresno,Gas Truck,Total Cost,Fuel Economy,-0.041240626398928434,-0.036250217702502176,-0.03583001278423849,-0.2014902422725854,0.041240626398928434,0.036250217702502176,0.03583001278423849,0.2014902422725854
Fresno,Gas Truck,Total Cost,Electricity Carbon Intensity,0.026323121505824384,0.022725782243257824,0.0025828556876882074,-0.011344243838808414,0.026323121505824384,0.022725782243257824,0.0025828556876882074,0.011344243838808414
Fresno,Gas Truck,Total Cost,Transmission Leakage Rate,0.019677044470738828,0.019485852818858528,0.005602113936907359,0.05288261977080968,0.019677044470738828,0.019485852818858528,0.005602113936907359,0.05288261977080968
Fresno,Gas Truck,Total Cost,Liquefaction Capital Cost,0.011070342764141075,0.005615253632152537,0.0008194684867181906,-0.007617070972054367,0.011070342764141075,0.005615253632152537,0.0008194684867181906,0.007617070972054367
